Id	text	user_location
267	apa mau tahun lalu vaksin covid nya semangat moga segera laksana walaupun padahal vaksin depan mata malah sponsor obat	Blitar, Jawa Timur
268	orang mau rugi kalau ingat betul jawab salah perintah masuk luar negeri kalau ramai ramai pasar vaksin jawab ribet terus interupsi omong omong	Blitar, Jawa Timur
269	mohon maaf mau tanya siapa waktu ikut vaksin massal kabupaten kanigoro dosis berapa jadi besok taruh kartu vaksin polres blitar tahu kota kabupaten apa mana terima kasih atas jawab	Blitar, Jawa Timur
270	wali kota bekas batal vaksinasi anak pakai astrazeneca alas	Bogor
271	sisi china hati hati klaim vaksin buat serang media negara negara barat akhir masalah uang inti pfizer moderna terlalu hyped pasar rusak suhu kamar	Bogor
272	jangan vaksin cap pihak nyata kandung chip ganggu otak otomatis pilih pihak sebut	Bogor
273	astrazeneca buat oxford kurang populer sinovac kata jelek framing media barat sinovac vaksin ram mudah jangkau sekarang vaksin segera mungkin	Bogor
274	sangat khawatir kesal vaksin banyak edar coronavac sinovac bukan astrazeneca kata lebih manjur baca threadnya jadi syukur	Bogor
275	undang undang kalah jahat perintah tutup mata rantai nonton drakor padahal kalau kerja bagus hilang hoax masyarakat mau obat vaksin	Bogor
276	ah kamu tahu senyum vaksin rindu lindung pandemi halu	Bogor
277	vaksin apa ganti oktober	Bogor
278	maaf vaksin pertama besok	Bogor
279	lawan narasi antivaksin lambat vaksinasi indonesia bukan mau politik perintah lihat vaksinasi ambil langkah luar biasa mana lihat antri vaksinasi kenyang	Bogor
280	beberapa ajar mungkin narasi antivaksin kurang jumlah antri jadi lebih baik perintah fokus kendali cepat manajemen vaksinasi luar kendali rakyat percaya vaksin covid	Bogor
281	jangan vaksin cap pihak nyata kandung chip ganggu otak otomatis pilih pihak sebut bukankah teori konspirasi anti vaksin kemarin	Bogor
282	insya allah siap vaksin juli besok agustus dosis moga allah swt mudah lancar	Bogor 
283	syarat umroh laku karantina vaksin wajib sinovak masuk daftar vaksin arab saudi	Bogor Indonesia
284	vaksin sinovac terus lanjut pak	Bogor Selatan, Indonesia
285	wah bagus nih kalau mau vaksin balik bal bal	Bogor Timur, Indonesia
286	wah bagus nih kalau mau vaksin balik	Bogor Timur, Indonesia
287	segera vaksin	Bogor Utara 1, Indonesia
288	vaksinasi tahun sekali terus moga	Bogor Utara 2, Indonesia
289	seluruh komponen bangsa gandeng tangan ajak seluruh masyarakat partisipasi imunisasi lengkap jalan protokol sehat benar	Bogor, Indonesia
290	orang anti perintah sebar hoaks covid bohong orang ajak tolak vaksinasi prokes ppkm puluh ribu orang kena dampak papar tinggal hingga akhir bulan mati orang orang ikut sebar kampanye sesat partisipasi bunuh massal nyawa sangat harga henti hoax	Bogor, Indonesia
291	apa apa asal kondisi baik kali kalau mau vaksin siap baik	Bogor, Jawa Barat
292	moga sukses vaksin nusantara buat pa awan sukses tahap test salut gemilang pak	Bogor, Jawa Barat
293	logika didik jalan herd immunity kebal virus dengar dokter vaksin sinovac virus lemah kalau apa beda herd immunity vaksin vaksin biar berani hidup rasa takut	Bogor, Jawa Barat
294	bukan soal vaksin lebih percaya vaksin paksa benar vaksinasi tuju tingkat kebal turun kebal pikir cara logis	Bogor, Jawa Barat
295	kalau tanya rw tempat kasih informasi vaksin aja	Bogor, Jawa Barat
296	owwww vaksin apa vaksinasi	Bogor, Jawa Barat
297	sama vaksin buat lebih kental	Bogor, Jawa Barat
298	jangan ragu usut tuntas apa latar belakang mulai korupsi bantu sosial edar narkoba tuduh vaksin bunuh massal bahkan manfaat sulit rakyat akibat pandemi global guling negara perintah sah bismillah komisaris	Bogor, Jawa Barat
299	yayyy hari vaksin	Bogor, Jawa Barat
300	otw vaksin bismillah rakyat jelata	Bogor, Jawa Barat
301	mudah beri vaksin tepat waktu	Bogor, Jawa Barat
302	mana pergi dulu vaksin	Bogor, Jawa Barat
303	buat orang vaksinasi	Bogor, Jawa Barat
304	tahu kabupaten vaksinasi pakansari salah	Bogor, Jawa Barat
305	min mau tanya depan rencana kalau naik vaksin tunjuk sertifikat vaksin	Bogor, Jawa Barat
306	asyik baca diskusi lihat ilmiah masalah sederhana bikin vaksin jadi rumit tuju utama tingkat imunitas kalau vaksin rasa aman pilih abai analisa diskusi penting	Bogor, Jawa Barat
307	reisa ungkap efektivitas vaksin anak anak juta anak vaksinasi	Bogor, Jawa Barat
308	lebih konyol bukan ancam pecat ancam kriminal apa salah vaksin	Bogor, Jawa Barat
309	vaksin nusantara besut mantan menteri sehat ri awan sebut sebut aku dunia publikasi jurnal internasional vaksin dendritik kontroversial sejak awal	Bogor, Jawa Barat Indonesia.  
310	vaksin tunggu lihat	Bogor, indonesia
311	buang buang uang sewa baliho reklame pinggir jalan lebih baik vaksin gratis eh salah vaksin nama poly rat contoh vaksin gratis kalau surabaya salah kalau ngomongin	Bojonegoro, East Java
312	teman vaksinasi buat apa apa punya ktp jadi kerja ktp	Bojonegoro, Indonesia
313	alhamdulillah moga sehat semua kak biar tenang kalau vaksin biar disekolahin sedikit kurang khawatir	Bojonggede, Indonesia
314	perintah kabupaten banyuwangi laku program vaksinasi dagang kaki lima warung kecil dagang keliling banyuwangi	Bondowoso Jawa Timur
315	takut vaksin efek samping takut suntik	Bondowoso, Indonesia
316	segera buat atur urus kartu sim samsat kk bayar spp bayar pajak bayar bpjs cek dokter rumah sakit akta nikah semua tunjuk surat terang vaksin surat terang layan jadi satu tolak vaksinasi	Bontang Kaltim
317	jumlah vaksin beri bulan juli	Borneo
318	ikut vaksin tuju malaysia	Borneo
319	jadi orang malaysia peduli tanggung jawab vaksinasi selamat diri sendiri orang orang	Borneo
320	laksana paket rehabilitasi fokus tiga fokus utama lanjut agenda peduli masyarakat dukung usaha tingkat vaksinasi	Borneo
321	perintah anggap gera individu lengkap longgar terima kredit video pm vaksin	Borneo
322	informasi vaksin covid terima vaksin astrazeneca	Borneo
323	informasi vaksin covid terima vaksin coronavac sinovac	Borneo
324	perhati warga kabupaten samarahan sunti vaksin covid	Borneo 
325	pernah jangkit virus delta varian covid sini cerita alam pernah vaksin sekali tiap orang milik thread beda	Borneo, Indonesia
326	sarawak tunggu lampu hijau terap booster vaksin covid dosis tiga	Borneo, Malaysia
327	bingung mau vaksin datang booth vaksin polres boyolali	Boyolali, Central Java
328	target vaksinasi masyarakat donohudan laku warga solo d via	Boyolali, Indonesia
329	hati ae bar vaksin langsung crash wkwkwk	Boyolali, Indonesia
330	polsek boyolali news kamis wib kanit samapta mojosongo polsek ipda hartanto pantau laksana cepat vaksinasi sinovac covid tahap ii sunti lansia desa mojosongo	Boyolali, Indonesia
331	polres boyolali kapolres boyolali kota akp purnomo aktif pimpin tahap pantau vaksinasi balai desa kebonbimo kabupaten boyolali rabu	Boyolali, Indonesia
332	bagaimana cara vaksin nusantara awan	Boyolali, Indonesia
333	berita polsek boyolali kamis wib mojosongo kapolsek akp joko winarno sh mh pimpin aman cepat laksana vaksinasi covid sinovac dosis suntik karyawan pt pan brothers tbk kabupaten mojosongo	Boyolali, Indonesia
334	tni gelar razia vaksinasi covid massal lereng merbabu boyolali jawa tengah sasar ajar taruh nilai nilai nasionalisme patriotisme wadah calon pimpin bangsa	Boyolali, Indonesia
335	sebut keluarga vaksin adik bungsu kuliah semester lalu bulan juni anosmic tunjuk gejala cvd akhir isoman rumah alhamdulillah rumah vaksin aman tular	Boyolali, Indonesia
336	hutang mau libur ehh ta ta vaksin okkkk	Boyolali, Jawa Tengah, Indones
337	kartu ajaib alias sertifikat vaksin	Brebes, Indonesia
338	boyolali paintings market traders receive covid vaccine	Bukit Sari Raya D2,  Semarang
339	begini cara kerja vaksin sinovac	Bumi kerthi, Indonesia
340	terima kasih atas sumbangsih masyarakat indonesia vaksin covid cara gratis ayo segera vaksin	Buol, Sulawesi Tengah
341	ayo vaksinasi terima kasih wajib pajak atas kontribusi program vaksinasi covid	Buol, Sulawesi Tengah
342	buah buah sayur sayur vitamin olahraga madu semua bagus bukan ganti vaksin vaksinasi segera mungkin ambil merek vaksin apa	Canggu, Bali
343	semangat vaksinasi tunjuk masfandi siswa kelas ipa sma trimurti surabaya aku senang vaksinasi hindar covid ajak rekan rekan segera vaksinasi	Cengkareng
344	kata stok vaksin juta vaksin kadaluarsa	Cengkareng, Indonesia
345	kerja luar domisili luar pulau vaksin tolak beda ktp jadi gimana hihihi	Central Borneo, Indonesia
346	berapa besar edukasi vaksin covid anak begini kata dokter	Central Java, Indonesia
347	mes vaksin tahu jadi sangat marah	Central Java, Indonesia
348	bosan mungkin staycation asal ramai jangan paksa rasa kurang fit usaha vaksin minimal dosis pertama	Central Java, Indonesia
349	kalau bosan mungkin staycation asal ramai paksa rasa kurang fit usaha vaksin minimal dosis pertama	Central Java, Indonesia
350	bangun sob ayo vaksin mumpung antri ramai	Central Java, Indonesia
351	tolak vaksinasi covid asisten latih tim nfl tinggal kantor	Central Java, Indonesia
352	duga microchip ambil data manusia golong darah urut genetik pola pikir agama hingga nomor ktp asli sama takut vaksin	Central Java, Indonesia
353	indonesia terima juta dosis bahan baku vaksin sinovac	Central Java, Indonesia
354	ahli virologi vaksin kurang risiko papar parah hadap covid to	Central Java, Indonesia
355	sama sama laksana vaksinasi bagai bentuk upaya lawan pandemi covid beraktifitas sosialisasi vaksin	Central Sulawesi, Indonesia
356	vaksin sakit punggung huhuhu	Cepu, Indonesia
357	tes swab pcr gratis semua dok vaksin baik perintah tanggung biaya swab pcr seluruh indonesia terima kasih dok aspirasi masyarakat biasa	Ciamis, Indonesia
358	vaksin sinovac enak badan	Cianjur, Indonesia
359	pikir orang orang milik rencana vaksin bayar batal kritik komunitas internasional masuk siapa	Cibinong, Indonesia
360	pak maaf mau minta daftar vaksin smp citereup ubah jadwal vaksin nya pak bulan juli	Cibinong,Bogor- Jawa Barat. In
361	pak maaf mau minta daftar vaksin smp citereup ubah jadwal vaksin pak juli	Cibinong,Bogor- Jawa Barat. In
362	kali kali diberitahu vaksin bahkan positif kondisi turun jelas	Cibitung, Indonesia
363	satpolri sat kemudian polres metro bekas laku aman jalur distribusi vaksin covid bandara soeta tuju biofarma kota bandung akses tol jakarta cikampek wilayah hukum polres metro bekas	Cikarang
364	sinovac vaksin hari kemudian hari arti bulan	Cikarang, Indonesia
365	selamat pagi gan salam kenal daerah mana agan tinggal gan daerah agan vaksin pernah kalong jkt	Cikarang, Indonesia
366	pagi min limbung mulai vaksin	Cikarang, Indonesia
367	ayo buru daftar vaksin riau	Cikupa, Indonesia
368	masyarakat riau siap vaksin harap jaga tertib jadi ramai proses vaksinasi sedang langsung jadi diri sendiri bagai promotor protokol sehat daerah masing masing penuh sadar	Cikupa, Indonesia
369	min stasiun sedia vaksin masyarakat umum	Cilacap Utara, Indonesia
370	capai vaksinasi masing masing provinsi per juli lalu jakarta bal vaksinasi lengkap hampir warga sedang dosis vaksin lebih banyak lomba lomba tuju kebal kelompok moga kalah bodoh	Cilacap-Bekasi,Indonesia
371	orang covid terus mati bilang takdir orang vaksin terus mati siapa salah vaksin adil	Cilegon, Banten, Indonesia
372	bayang sedang antri vaksin depan vaxdate	Cimahi
373	stok vaksin pkm margadadi tip	Cirebon - Indonesia
374	masyarakat air terjun wetan antusias ikut vaksinasi	Cirebon - Indonesia
375	bupati indramayu ajak dagang laku vaksinasi	Cirebon - Indonesia
376	stok dosis vaksin indramayu makin tip	Cirebon - Indonesia
377	kemarin senang lihat banyak orang vaksin coba tanya alas vaksin jawab blt	Cirebon - Indramayu
378	hai layan vaksinasi prioritas calon tumpang sedia hari wib	DELI SERDANG
379	ups china beli vaksin pfizer dpr stop import sinovac	DKI Jakarta
380	muhammadiyah tuju covid buat china kalau jual vaksin	DKI Jakarta
381	dpd golkar sukoharjo gelar vaksinasi covid	DKI Jakarta
382	menteri sehat tegas sertifikat vaksin bukan syarat administrasi apa	DKI Jakarta
383	ganti menteri sehat	DKI Jakarta, Indonesia
384	sumber reuters berita wajar vaksin lihat efek panjang maksud antibodi hadap virus covid bukan antibodi cara seluruh perlu baca sumber erti berita terap vaksin lapor	DKI Jakarta, Indonesia
385	tadi pagi akhir ikut acara crew vaksin jcc suruh standby jam jam kata swab dulu nyampenya buru buru sampa lokasi teknisi swab bukti budaya buruk	DKI Jakarta, Indonesia
386	ppkm darurat politisasi masyarakat seberang biasa masyarakat seberang bantu kampanye vaksin promosi sehat	DKI Jakarta, Indonesia
387	covid indonesia jumat juli hari animo masyarakat sangat rendah ikut suasana pusat vaksinasi covid mnc center kebon sirih jakarta pusat sangat pukau motivasi tinggi laksana	DKI Jakarta, Indonesia
388	bingung masalah kacamata vaksinasi anak anak cegah covit makin ganas sambut tahun ajar baru tatap muka sukses vaksinasi	DKI Jakarta, Indonesia
389	kalau india bukan lokdon om vaksin turun rb rb	DKI Jakarta, Indonesia
390	min vaksin print out pre screening daftar trial status trial ready vaksin padahal punya vaksin pertama jiexpo tanggal akhir mohon cerah gan	DKI Jakarta, Indonesia
391	ratus jarum suntik bekas vaksinasi covid massal temu bengkalai tong sampah smk negeri cimpaeun tapos kota depok warganet nilai tumpu sampah medis sebut sangat bahaya rupa sampah medis rawan disalahgunakan	DKI Jakarta, Indonesia
392	lama bos siapa tedros konco china semua nyata bijak siapa lihat dulu kasus tebar internet mulai ketidaktegasan siklus pcr ubah bagai indikator kait pandemi blokir ivermectin tegas larang vaksin remaja	DKI Jakarta, Indonesia
393	anak vaksinasi tahap	DKI Jakarta, Indonesia
394	antri nomor vaksin bolegaxsie putar lagu hello masa depan biar semangat xixixix	DKI Jakarta, Indonesia
395	lihat informasi saudi arabia umroh vaksin cina penuh dosis suruh ambil vaksin tiga az pfizer moderna j so jadi jangan pakai vaksin cina sekali full x tiga pakai merk	DKI Jakarta, Indonesia
396	pandemi muncul kamu minta vaksin beri vaksin kamu tolak pandemi muncul kamu minta lockdown ppkm laku kamu tolak bansos eh malah depan kadrun kamu bagus banget	DKI Jakarta, Indonesia
397	sahabat satkorcab jakbar sahabat banser bantu pcnu jakbar aktifasi vaksinasi warga masjid agung kh hasyim asy ari daan mogot cengkareng jakarta barat	DKI Jakarta, Indonesia
398	tangan flu burung bentuk tim diri ahli virologi tangan cepat sebar sekarang penting jadi broker vaksin	DKI Jakarta, Indonesia
399	bagaimana duduk jawa barat banten paling dekat ikut vaksin jkt target vaksinasi lebih cepat	DKI Jakarta, Indonesia
400	tenaga sehat tinggal rata rata vaksinasi agen vaksin	DKI Jakarta, Indonesia
401	jelas kelompok rusak uang bansos vaksin main pakai tau pura pura tahu	DKI Jakarta, Indonesia
402	jrku vaksinasi titel layan raharja sinergi polisi	DKI Jakarta, Indonesia
403	polri sama jasa raharja giat vaksinasi malang	DKI Jakarta, Indonesia
404	perintah gerak cepat laku vaksinasi door to door kurang laju pandemi covid aksi nyata baik	DKI Jakarta, Indonesia
405	pikir vaksin kebal	DKI Jakarta, Indonesia
406	bismillah otw insya allah vaksin lancar sukses amin allah	DKI Jakarta, Indonesia
407	vaksin daftar online isi data ktp sekarang bingung fungsi e ktp wkwkwk	DKI Jakarta, Indonesia
408	baru sembuh positif covid hari jeda waktu baik laku vaksin dok	DKI Jakarta, Indonesia
409	cara cek sertifikat vaksin halaman careprotect mudah	DKI Jakarta, Indonesia
410	camat desa beberapa orang mulai tinggal gejala sesak nafas mau bawa rumah sakit salah satu takut covid    pikir wes angel angel alhamdulillah orang tua sangat sadar covid moga selalu sehat segera vaksin dosis dosis	DKI Jakarta, Indonesia
411	evaluasi seluruh perintah desak henti impor vaksin sinovac	DKI Jakarta, Indonesia
412	bilang mau damai hidup damping covid vaksin jiper nyata	DKI Jakarta, Indonesia
413	vaksin pertama vaksin selesai menang beli kuota benar tolak beli celana terlalu ketat	DKI Jakarta, Indonesia
414	vaksin tak xy	DKI Jakarta, Indonesia
415	mata najwa vaksin barcot codenya jadi kalau vaksin hidup kontrol kalau segi sehat apa manfaat barcot code	DKI Jakarta, Indonesia
416	soal siapa lama bos si tedros konco china semua nyata bijak siapa lihat dulu kasus tebar internet mulai tegas siklus pcr ubah bagai indikator kait pandemi blokir ivermectin tegas larang vaksin remaja	DKI Jakarta, Indonesia
417	kapolri lompat pagar tugas jadi lindung mau buat sertifikat vaksin syarat ambil sim jalan	DKI Jakarta, Indonesia
418	min mau minta vaksinasi bulan agustus gbk tunggu aja undang grab pakai sertifikat vaksinasi	DKI Jakarta, Indonesia
419	semarang labuh sukses vaksinasi massal	DKI Jakarta, Indonesia
420	beberapa layan beli makan online gofood cukup baik merespon resah bel aplikasi gofood informasi status suhu tubuh status vaksinasi driver	DKI Jakarta, Indonesia
421	tahu masalah politik cepat distribusi vaksin bukankah sama lembaga kampus usaha jalan pusat vaksinasi kerja sama dinas sehat puskesmas tempat	DKI Jakarta, Indonesia
422	vaksin beda vaksin mungkin aman milik vaksin kombinasi vaksin pertama sinovac vaksin besok kata jenis astrazeneca bagaimana lanjut laku aman uji aman	DKI Jakarta, Indonesia
